CustomerID,purchase_cnt,item_cnt,recency,user_total,user_average,unique_products,average_interval,total_transactions,cancel_frequency,cancel_rate
14689,13,76,208,112.8,8.7,13,0.0,1,0,0.0
15504,13,33,81,52.8,4.1,13,0.0,1,0,0.0
17172,15,480,78,317.8,21.2,15,0.0,1,0,0.0
13781,17,30,250,127.8,7.5,17,0.0,1,0,0.0
16448,19,76,198,183.0,9.6,19,0.0,1,0,0.0
15748,20,50,40,144.4,7.2,19,0.0,1,0,0.0
16425,21,199,302,302.7,14.4,21,0.0,1,0,0.0
12538,21,191,29,363.9,17.3,21,0.0,1,0,0.0
15528,24,73,254,155.8,6.5,24,0.0,1,0,0.0
15438,25,59,131,156.6,6.3,25,0.0,1,0,0.0
14600,25,125,305,393.3,15.7,25,0.0,1,0,0.0
17344,31,65,46,157.6,5.1,31,0.0,1,0,0.0
18067,37,189,40,396.3,10.7,36,0.0,1,0,0.0
18192,45,339,71,958.0,21.3,45,0.0,1,0,0.0
14485,46,70,38,162.8,3.5,44,0.0,1,0,0.0
17885,53,110,12,156.3,2.9,50,0.0,1,0,0.0
18082,70,608,25,680.8,9.7,62,0.0,1,0,0.0
16953,1,10,30,20.8,20.8,1,0.0,1,0,0.0
13514,4,40,73,152.2,38.0,4,0.0,1,0,0.0
15083,5,38,256,88.2,17.6,5,0.0,1,0,0.0
16055,8,22,220,134.8,16.9,8,0.0,1,0,0.0
16583,14,111,373,233.5,16.7,14,0.0,1,0,0.0
17234,14,55,182,149.9,10.7,14,0.0,1,0,0.0
18099,19,149,127,168.3,8.9,19,0.0,1,0,0.0
16715,19,642,78,301.7,15.9,19,0.0,1,0,0.0
15210,20,228,225,331.2,16.6,20,0.0,1,0,0.0
15175,22,442,71,213.9,9.7,22,0.0,1,0,0.0
12580,23,236,246,379.7,16.5,23,0.0,1,0,0.0
15099,23,343,84,410.5,17.8,23,0.0,1,0,0.0
16072,23,140,288,584.3,25.4,23,0.0,1,0,0.0
16834,24,358,227,413.5,17.2,24,0.0,1,0,0.0
13859,28,129,326,201.2,7.2,27,0.0,1,0,0.0
14873,28,168,210,519.7,18.6,28,0.0,1,0,0.0
17197,29,191,29,1013.0,34.9,29,0.0,1,0,0.0
17843,35,88,303,197.7,5.6,35,0.0,1,0,0.0
15320,36,326,44,267.1,7.4,36,0.0,1,0,0.0
16721,37,172,262,292.5,7.9,37,0.0,1,0,0.0
12713,37,505,0,794.5,21.5,37,0.0,1,0,0.0
15723,38,73,364,190.7,5.0,37,0.0,1,0,0.0
15576,42,375,37,891.9,21.2,42,0.0,1,0,0.0
16718,43,397,369,601.9,14.0,40,0.0,1,0,0.0
13568,43,66,173,187.0,4.3,41,0.0,1,0,0.0
16921,55,154,61,154.2,2.8,50,0.0,1,0,0.0
16056,66,345,45,650.7,9.9,66,0.0,1,0,0.0
17619,74,124,312,214.4,2.9,71,0.0,1,0,0.0
15000,77,218,47,490.5,6.4,76,0.0,1,0,0.0
13607,97,288,40,675.5,7.0,93,0.0,1,0,0.0
13302,1,5,155,63.8,63.8,1,0.0,1,0,0.0
12445,3,60,22,77.4,25.8,3,0.0,1,0,0.0
13403,3,44,17,75.0,25.0,3,0.0,1,0,0.0
12548,4,48,166,67.2,16.8,4,0.0,1,0,0.0
13689,6,512,63,910.0,151.7,6,0.0,1,0,0.0
14601,7,168,10,214.0,30.6,7,0.0,1,0,0.0
14890,7,51,253,125.7,18.0,7,0.0,1,0,0.0
13938,7,70,35,71.7,10.2,7,0.0,1,0,0.0
13260,8,142,61,557.6,69.7,8,0.0,1,0,0.0
13103,8,82,39,243.9,30.5,8,0.0,1,0,0.0
13858,10,69,57,203.6,20.4,10,0.0,1,0,0.0
15670,12,91,296,173.1,14.4,12,0.0,1,0,0.0
16641,12,256,105,231.1,19.3,12,0.0,1,0,0.0
13889,15,146,92,416.9,27.8,15,0.0,1,0,0.0
13349,15,224,10,197.3,13.2,15,0.0,1,0,0.0
15346,16,132,332,247.4,15.5,16,0.0,1,0,0.0
13177,17,91,64,282.4,16.6,17,0.0,1,0,0.0
13449,19,222,23,291.9,15.4,19,0.0,1,0,0.0
16627,20,162,79,322.8,16.1,20,0.0,1,0,0.0
17226,21,406,308,393.5,18.7,21,0.0,1,0,0.0
15047,22,222,269,343.6,15.6,22,0.0,1,0,0.0
13142,23,258,19,307.1,13.4,23,0.0,1,0,0.0
15789,24,426,358,346.3,14.4,24,0.0,1,0,0.0
13584,24,37,306,142.4,5.9,24,0.0,1,0,0.0
16030,29,283,309,331.2,11.4,28,0.0,1,0,0.0
18033,33,252,65,93.8,2.8,32,0.0,1,0,0.0
17367,33,149,238,167.5,5.1,33,0.0,1,0,0.0
12617,40,207,29,351.7,8.8,38,0.0,1,0,0.0
13583,53,725,155,781.0,14.7,53,0.0,1,0,0.0
14052,56,89,19,225.4,4.0,56,0.0,1,0,0.0
15503,66,70,362,141.0,2.1,66,0.0,1,0,0.0
14130,66,257,319,480.9,7.3,66,0.0,1,0,0.0
18058,3,88,9,170.2,56.7,3,0.0,1,0,0.0
15043,3,300,31,537.0,179.0,3,0.0,1,0,0.0
15350,5,51,373,115.7,23.1,5,0.0,1,0,0.0
18240,6,126,46,422.6,70.4,6,0.0,1,0,0.0
15158,7,198,45,401.4,57.3,7,0.0,1,0,0.0
12884,7,43,88,309.1,44.2,7,0.0,1,0,0.0
15226,8,71,310,154.4,19.3,8,0.0,1,0,0.0
16432,8,276,64,287.4,35.9,8,0.0,1,0,0.0
17279,9,48,57,187.8,20.9,8,0.0,1,0,0.0
18224,9,57,263,148.8,16.5,9,0.0,1,0,0.0
13108,10,298,372,350.1,35.0,10,0.0,1,0,0.0
12622,10,68,232,162.1,16.2,10,0.0,1,0,0.0
17789,14,74,281,225.9,16.1,14,0.0,1,0,0.0
13886,16,126,71,243.6,15.2,16,0.0,1,0,0.0
15820,17,128,319,207.0,12.2,17,0.0,1,0,0.0
15090,23,208,308,381.3,16.6,23,0.0,1,0,0.0
13833,28,117,159,383.8,13.7,28,0.0,1,0,0.0
15326,29,386,333,311.7,10.7,29,0.0,1,0,0.0
16914,30,112,36,183.8,6.1,25,0.0,1,0,0.0
17660,38,121,141,178.7,4.7,37,0.0,1,0,0.0
18104,38,362,37,754.6,19.9,38,0.0,1,0,0.0
14204,39,72,2,150.6,3.9,36,0.0,1,0,0.0
15507,45,160,171,475.9,10.6,41,0.0,1,0,0.0
14801,57,173,61,189.3,3.3,56,0.0,1,0,0.0
12354,58,530,232,1079.4,18.6,58,0.0,1,0,0.0
13357,88,318,257,603.1,6.9,84,0.0,1,0,0.0
12391,93,293,21,439.7,4.7,92,0.0,1,0,0.0
13703,1,10,318,99.5,99.5,1,0.0,1,0,0.0
16468,2,31,74,74.9,37.5,2,0.0,1,0,0.0
17941,2,252,130,304.6,152.3,2,0.0,1,0,0.0
12736,3,168,332,144.0,48.0,3,0.0,1,0,0.0
13296,5,78,137,87.4,17.5,5,0.0,1,0,0.0
15397,6,20,289,94.0,15.7,6,0.0,1,0,0.0
15395,7,17,325,107.5,15.4,7,0.0,1,0,0.0
14280,8,52,196,134.0,16.8,8,0.0,1,0,0.0
13638,8,93,15,122.6,15.3,8,0.0,1,0,0.0
14714,10,229,24,160.2,16.0,10,0.0,1,0,0.0
15234,14,196,276,197.0,14.1,14,0.0,1,0,0.0
13699,14,66,155,308.6,22.0,14,0.0,1,0,0.0
15517,27,293,233,267.0,9.9,27,0.0,1,0,0.0
13385,35,281,329,534.6,15.3,35,0.0,1,0,0.0
13464,41,403,58,674.7,16.5,41,0.0,1,0,0.0
13474,62,129,236,226.8,3.7,59,0.0,1,0,0.0
12965,108,282,89,769.8,7.1,108,0.0,1,0,0.0
15562,1,39,351,134.6,134.6,1,0.0,1,0,0.0
15389,1,400,172,500.0,500.0,1,0.0,1,0,0.0
12756,4,144,86,112.1,28.0,4,0.0,1,0,0.0
17122,7,80,119,138.3,19.8,7,0.0,1,0,0.0
17217,9,24,234,113.5,12.6,9,0.0,1,0,0.0
15663,9,106,106,138.1,15.3,9,0.0,1,0,0.0
16752,9,54,372,207.5,23.1,9,0.0,1,0,0.0
16510,13,92,372,248.1,19.1,13,0.0,1,0,0.0
13067,15,32,82,115.5,7.7,14,0.0,1,0,0.0
15604,17,159,52,216.4,12.7,17,0.0,1,0,0.0
15254,18,275,127,300.4,16.7,18,0.0,1,0,0.0
14528,18,278,37,364.2,20.2,18,0.0,1,0,0.0
15557,19,213,28,468.9,24.7,16,0.0,1,0,0.0
14015,20,378,52,917.3,45.9,20,0.0,1,0,0.0
16826,22,158,51,341.7,15.5,22,0.0,1,0,0.0
12658,35,317,18,632.0,18.1,35,0.0,1,0,0.0
16902,43,609,116,1681.9,39.1,42,0.0,1,0,0.0
16594,53,64,75,181.1,3.4,53,0.0,1,0,0.0
15069,70,520,179,1109.5,15.8,70,0.0,1,0,0.0
13228,2,200,81,358.0,179.0,2,0.0,1,0,0.0
15374,3,126,128,168.0,56.0,3,0.0,1,0,0.0
16545,3,78,164,339.3,113.1,3,0.0,1,0,0.0
13645,5,158,120,252.1,50.4,5,0.0,1,0,0.0
14353,6,64,215,90.6,15.1,6,0.0,1,0,0.0
14632,8,96,262,114.6,14.3,8,0.0,1,0,0.0
14248,8,102,318,302.6,37.8,8,0.0,1,0,0.0
15219,9,45,176,305.8,34.0,9,0.0,1,0,0.0
18066,10,108,75,318.0,31.8,10,0.0,1,0,0.0
15388,10,88,270,140.5,14.1,10,0.0,1,0,0.0
18280,10,45,277,180.6,18.1,10,0.0,1,0,0.0
16338,11,94,157,214.8,19.5,11,0.0,1,0,0.0
13809,12,29,305,155.0,12.9,11,0.0,1,0,0.0
17824,13,408,51,298.4,23.0,13,0.0,1,0,0.0
17415,14,114,79,507.8,36.3,14,0.0,1,0,0.0
15637,15,128,52,223.4,14.9,15,0.0,1,0,0.0
17142,15,81,239,579.0,38.6,15,0.0,1,0,0.0
12519,16,172,63,276.8,17.3,16,0.0,1,0,0.0
12552,19,85,39,317.8,16.7,19,0.0,1,0,0.0
14413,22,67,362,121.1,5.5,22,0.0,1,0,0.0
12833,24,156,145,417.4,17.4,24,0.0,1,0,0.0
15052,28,79,319,207.7,7.4,27,0.0,1,0,0.0
16666,32,233,19,119.0,3.7,32,0.0,1,0,0.0
13732,32,486,28,486.8,15.2,32,0.0,1,0,0.0
15437,45,79,262,200.2,4.4,44,0.0,1,0,0.0
17458,53,168,15,313.2,5.9,51,0.0,1,0,0.0
12550,56,564,79,824.8,14.7,56,0.0,1,0,0.0
15891,59,417,226,509.1,8.6,59,0.0,1,0,0.0
16895,60,88,64,198.5,3.3,55,0.0,1,0,0.0
12814,1,48,101,85.9,85.9,1,0.0,1,0,0.0
17382,1,24,65,50.4,50.4,1,0.0,1,0,0.0
13132,3,20,261,77.3,25.8,3,0.0,1,0,0.0
15744,3,120,77,34.8,11.6,3,0.0,1,0,0.0
16565,3,46,364,173.7,57.9,3,0.0,1,0,0.0
12401,4,10,303,69.3,17.3,4,0.0,1,0,0.0
17620,4,60,59,81.4,20.4,4,0.0,1,0,0.0
16505,4,576,31,777.6,194.4,4,0.0,1,0,0.0
17640,5,250,86,621.7,124.3,5,0.0,1,0,0.0
14437,5,60,365,63.0,12.6,5,0.0,1,0,0.0
17556,6,101,205,157.9,26.3,6,0.0,1,0,0.0
16597,7,184,4,90.0,12.9,7,0.0,1,0,0.0
16351,8,90,332,153.9,19.2,8,0.0,1,0,0.0
16591,10,41,68,213.5,21.4,10,0.0,1,0,0.0
16050,10,278,173,137.9,13.8,10,0.0,1,0,0.0
15263,11,77,106,151.5,13.8,11,0.0,1,0,0.0
12442,11,181,3,144.1,13.1,11,0.0,1,0,0.0
14964,13,143,247,206.2,15.9,13,0.0,1,0,0.0
17011,15,186,30,270.9,18.1,15,0.0,1,0,0.0
13226,16,80,273,108.2,6.8,16,0.0,1,0,0.0
17761,19,398,32,712.8,37.5,19,0.0,1,0,0.0
15243,22,185,74,316.7,14.4,22,0.0,1,0,0.0
16601,27,106,40,205.5,7.6,26,0.0,1,0,0.0
17623,32,261,32,521.2,16.3,32,0.0,1,0,0.0
12475,35,532,53,669.4,19.1,35,0.0,1,0,0.0
15480,45,303,116,905.5,20.1,45,0.0,1,0,0.0
16494,50,675,296,826.5,16.5,47,0.0,1,0,0.0
15720,128,281,24,598.7,4.7,128,0.0,1,0,0.0
13135,1,4300,196,3096.0,3096.0,1,0.0,1,0,0.0
16319,3,72,217,404.4,134.8,3,0.0,1,0,0.0
14185,3,6,331,197.7,65.9,3,0.0,1,0,0.0
14542,5,19,185,103.3,20.7,5,0.0,1,0,0.0
16106,6,74,65,108.4,18.1,6,0.0,1,0,0.0
14027,6,62,60,104.8,17.5,6,0.0,1,0,0.0
17639,7,49,276,108.5,15.5,7,0.0,1,0,0.0
13922,7,93,351,172.3,24.6,7,0.0,1,0,0.0
18169,9,61,60,202.7,22.5,9,0.0,1,0,0.0
17887,10,30,129,111.3,11.1,10,0.0,1,0,0.0
12902,10,66,264,138.7,13.9,10,0.0,1,0,0.0
13483,10,160,65,140.3,14.0,10,0.0,1,0,0.0
14355,11,92,365,174.4,15.9,11,0.0,1,0,0.0
12732,11,110,179,218.3,19.8,11,0.0,1,0,0.0
17492,12,155,248,374.6,31.2,12,0.0,1,0,0.0
16198,13,112,75,375.9,28.9,13,0.0,1,0,0.0
16926,14,35,371,230.3,16.4,14,0.0,1,0,0.0
15396,14,122,112,288.2,20.6,14,0.0,1,0,0.0
13351,15,116,66,323.9,21.6,15,0.0,1,0,0.0
17140,18,296,247,454.1,25.2,16,0.0,1,0,0.0
14348,18,183,260,409.6,22.8,18,0.0,1,0,0.0
14622,19,140,184,312.9,16.5,19,0.0,1,0,0.0
13923,20,185,53,351.1,17.6,20,0.0,1,0,0.0
12506,23,23,232,73.5,3.2,23,0.0,1,0,0.0
15543,28,86,288,127.9,4.6,26,0.0,1,0,0.0
16025,28,338,29,439.7,15.7,28,0.0,1,0,0.0
14722,28,118,147,180.4,6.4,28,0.0,1,0,0.0
15541,29,49,114,85.1,2.9,29,0.0,1,0,0.0
14753,30,211,87,563.2,18.8,30,0.0,1,0,0.0
15556,30,228,24,268.2,8.9,30,0.0,1,0,0.0
14459,36,748,155,1812.7,50.4,36,0.0,1,0,0.0
17561,45,144,19,165.1,3.7,44,0.0,1,0,0.0
17297,49,65,17,128.2,2.6,49,0.0,1,0,0.0
16445,63,111,33,230.5,3.7,62,0.0,1,0,0.0
15041,65,102,170,178.7,2.7,65,0.0,1,0,0.0
16881,1,600,66,432.0,432.0,1,0.0,1,0,0.0
14821,2,20,366,48.8,24.4,2,0.0,1,0,0.0
17394,4,241,219,203.9,51.0,4,0.0,1,0,0.0
16430,6,103,57,300.9,50.1,6,0.0,1,0,0.0
16516,6,58,30,101.7,16.9,6,0.0,1,0,0.0
17022,7,108,31,71.0,10.1,7,0.0,1,0,0.0
14368,8,36,319,155.0,19.4,8,0.0,1,0,0.0
14699,8,77,214,109.1,13.6,8,0.0,1,0,0.0
18165,10,254,177,302.5,30.3,10,0.0,1,0,0.0
12430,10,116,43,216.4,21.6,10,0.0,1,0,0.0
15692,12,138,28,191.0,15.9,12,0.0,1,0,0.0
18074,13,190,373,489.6,37.7,13,0.0,1,0,0.0
17120,18,120,233,307.5,17.1,18,0.0,1,0,0.0
16318,19,199,35,328.2,17.3,19,0.0,1,0,0.0
14951,20,311,79,311.7,15.6,20,0.0,1,0,0.0
16967,21,333,189,319.0,15.2,21,0.0,1,0,0.0
13332,21,179,14,350.9,16.7,21,0.0,1,0,0.0
17038,22,28,30,112.4,5.1,22,0.0,1,0,0.0
17859,23,102,304,141.9,6.2,23,0.0,1,0,0.0
16529,30,198,190,455.2,15.2,30,0.0,1,0,0.0
15386,31,446,186,394.1,12.7,31,0.0,1,0,0.0
13560,32,63,7,171.4,5.4,32,0.0,1,0,0.0
12667,32,391,58,460.1,14.4,32,0.0,1,0,0.0
12461,34,282,154,626.9,18.4,34,0.0,1,0,0.0
17806,43,727,11,546.0,12.7,43,0.0,1,0,0.0
16727,44,167,364,256.3,5.8,41,0.0,1,0,0.0
12764,45,386,316,1693.9,37.6,45,0.0,1,0,0.0
15978,49,888,77,1098.8,22.4,49,0.0,1,0,0.0
13642,57,151,215,312.3,5.5,57,0.0,1,0,0.0
17379,78,623,11,389.7,5.0,71,0.0,1,0,0.0
16504,83,510,25,465.9,5.6,76,0.0,1,0,0.0
13747,1,8,373,79.6,79.6,1,0.0,1,0,0.0
14090,1,72,324,76.3,76.3,1,0.0,1,0,0.0
15195,1,1404,2,3861.0,3861.0,1,0.0,1,0,0.0
13551,4,12,319,91.8,22.9,4,0.0,1,0,0.0
18191,7,140,261,207.8,29.7,7,0.0,1,0,0.0
14066,7,45,266,152.6,21.8,7,0.0,1,0,0.0
14981,8,97,246,102.1,12.8,8,0.0,1,0,0.0
13059,8,35,249,183.4,22.9,8,0.0,1,0,0.0
15174,10,144,322,134.2,13.4,10,0.0,1,0,0.0
12618,10,95,21,137.3,13.7,10,0.0,1,0,0.0
13712,10,352,246,228.8,22.9,10,0.0,1,0,0.0
17309,12,41,95,82.8,6.9,11,0.0,1,0,0.0
12614,20,76,277,315.6,15.8,20,0.0,1,0,0.0
12591,25,225,317,368.8,14.8,25,0.0,1,0,0.0
14022,27,475,225,435.0,16.1,27,0.0,1,0,0.0
17251,37,108,362,269.8,7.3,37,0.0,1,0,0.0
14158,41,781,40,507.7,12.4,41,0.0,1,0,0.0
18015,46,157,4,120.0,2.6,46,0.0,1,0,0.0
17793,52,226,25,300.3,5.8,49,0.0,1,0,0.0
13339,54,326,200,860.1,15.9,54,0.0,1,0,0.0
13428,71,151,10,201.8,2.8,70,0.0,1,0,0.0
14675,97,336,16,596.4,6.1,93,0.0,1,0,0.0
12688,171,3028,113,4873.8,28.5,171,0.0,1,0,0.0
14148,3,16,233,157.2,52.4,3,0.0,1,0,0.0
14080,4,48,32,45.6,11.4,4,0.0,1,0,0.0
15042,5,30,199,135.9,27.2,5,0.0,1,0,0.0
13484,8,44,241,313.8,39.2,8,0.0,1,0,0.0
13227,9,99,201,257.7,28.6,9,0.0,1,0,0.0
15733,10,62,282,162.3,16.2,10,0.0,1,0,0.0
14889,10,90,336,135.9,13.6,10,0.0,1,0,0.0
17862,11,100,323,330.9,30.1,11,0.0,1,0,0.0
15678,12,184,52,352.7,29.4,12,0.0,1,0,0.0
16761,13,341,96,316.6,24.4,13,0.0,1,0,0.0
18129,14,48,243,112.6,8.0,13,0.0,1,0,0.0
16848,14,182,52,281.4,20.1,14,0.0,1,0,0.0
16563,19,486,53,1077.7,56.7,19,0.0,1,0,0.0
15016,20,76,172,170.0,8.5,20,0.0,1,0,0.0
12639,21,198,238,366.1,17.4,21,0.0,1,0,0.0
18011,25,64,373,97.0,3.9,25,0.0,1,0,0.0
17125,35,281,50,230.5,6.6,34,0.0,1,0,0.0
12425,36,496,78,777.2,21.6,36,0.0,1,0,0.0
16491,39,478,46,731.5,18.8,39,0.0,1,0,0.0
16893,45,62,366,145.9,3.2,44,0.0,1,0,0.0
14598,50,189,44,222.0,4.4,49,0.0,1,0,0.0
15006,131,285,51,475.4,3.6,120,0.0,1,0,0.0
15940,1,4,311,35.8,35.8,1,0.0,1,0,0.0
13099,1,288,99,207.4,207.4,1,0.0,1,0,0.0
14393,5,13,218,68.0,13.6,5,0.0,1,0,0.0
13522,5,44,30,125.8,25.2,5,0.0,1,0,0.0
15705,6,62,201,143.1,23.8,6,0.0,1,0,0.0
13072,7,69,266,177.2,25.3,7,0.0,1,0,0.0
17110,12,50,165,163.3,13.6,12,0.0,1,0,0.0
17128,14,76,334,157.1,11.2,14,0.0,1,0,0.0
17531,14,136,190,296.7,21.2,14,0.0,1,0,0.0
13273,16,153,113,139.0,8.7,16,0.0,1,0,0.0
18185,17,183,249,304.3,17.9,17,0.0,1,0,0.0
12715,19,190,106,263.4,13.9,19,0.0,1,0,0.0
12733,21,135,234,379.8,18.1,21,0.0,1,0,0.0
16305,22,256,138,361.2,16.4,22,0.0,1,0,0.0
12725,23,162,371,371.8,16.2,23,0.0,1,0,0.0
15149,23,128,133,520.8,22.6,23,0.0,1,0,0.0
